id,archivo,titular,fuente,fecha,url,cuerpo_completo,motivo_cuerpo,palabras_cuerpo,relevancia_prefiltro,motivo_prefiltro,tema_principal,tema_secundaria,ambito,tipo,horizonte,a_quien_afecta,por_que
106,noticias/20260918_106_vecinos-que-tiran-basura-por-el-patio-interior-y-abandono-de.md,"Vecinos que tiran basura por el patio interior y abandono de zonas comunes porque no hay junta, preguntas en el consultorio de vivienda",20minutos - Vivienda,2026-09-18 15:45,https://www.20minutos.es/vivienda/vecinos-que-tiran-basura-por-patio-interior-abandono-zonas-comunes-porque-no-hay-junta-preguntas-consultorio-vivienda_7038608_0.html,si,,995,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,FUERA DE ÁMBITO,,,,,,"Consultorio legal sobre comunidades de propietarios; gestión vecinal, no política"
107,noticias/20260916_107_el-alquiler-de-una-habitacion-en-madrid-y-barcelona-ronda-lo.md,El alquiler de una habitación en Madrid y Barcelona ronda los 700 euros al mes: estos son los barrios más caros y baratos,20minutos - Vivienda,2026-09-16 16:44,https://www.20minutos.es/vivienda/alquiler-habitacion-madrid-barcelona-ronda-euros-mes-barrios-mas-caros-baratos_7037563_0.html,si,,543,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Necesidades sociales y de vivienda,Mercados y economía,estatal,social,inmediato,Área de estudios,Precio del alquiler de habitaciones en Madrid y Barcelona por barrios
108,noticias/20260915_108_gonzalo-bernardos-avisa-sobre-la-vivienda-le-doy-el-pesame-a.md,"Gonzalo Bernardos avisa sobre la vivienda: ""Le doy el pésame a los que desean comprar o alquilar un piso""",20minutos - Vivienda,2026-09-15 14:33,https://www.20minutos.es/vivienda/gonzalo-bernardos-avisa-sobre-vivienda-le-doy-pesame-los-que-desean-comprar-alquilar-un-piso_7036993_0.html,si,,695,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Mercados y economía,Necesidades sociales y de vivienda,estatal,mercado,medio,Área de estudios / planificación,Déficit de 750.000 viviendas según el Banco de España frente a la creación de hogares
109,noticias/20260914_109_los-aspectos-que-debes-tener-en-cuenta-en-un-barrio-antes-de.md,"Los aspectos que debes tener en cuenta en un barrio antes de comprar una vivienda: transporte público, ocio o centros sanitarios",20minutos - Vivienda,2026-09-14 17:20,https://www.20minutos.es/vivienda/los-aspectos-que-debes-tener-cuenta-un-barrio-antes-comprar-una-vivienda-transporte-publico-ocio-centros-sanitarios_7036447_0.html,si,,498,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,FUERA DE ÁMBITO,,,,,,Consejos genéricos para elegir barrio al comprar vivienda; contenido de consumo
110,noticias/20260914_110_premios-buildingsmart-international-2026-anunciados-los-los-.md,Premios buildingSMART International 2026: anunciados los los 22 finalistas,Innovando en la construccion,2026-09-14 11:58,https://innovandoenlaconstruccion.com/premios-buildingsmart-international-2026/,si,,392,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.,Proyectos e innovación técnica,,internacional,evento,medio,Área técnica,Finalistas de los premios internacionales de estándares openBIM en construcción
111,noticias/20260914_111_familias-revit-gratis-donde-descargarlas-y-como-cargarlas-bi.md,Familias Revit gratis: dónde descargarlas y cómo cargarlas bien en tu proyecto,OVACEN,2026-09-14 11:18,https://ovacen.com/familias-revit-descargar-gratis/,si,,599,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.,FUERA DE ÁMBITO,,,,,,Tutorial técnico sobre bibliotecas de objetos para Revit; sin relación institucional
112,noticias/20260914_112_el-pueblo-valenciano-a-hora-y-media-de-la-playa-que-ofrece-v.md,El pueblo valenciano a hora y media de la playa que ofrece viviendas a 300 euros al mes para captar vecinos,20minutos - Vivienda,2026-09-14 12:16,https://www.20minutos.es/vivienda/pueblo-valenciano-hora-media-playa-ofrece-viviendas-300-euros-mes-captar-vecinos_7036370_0.html,si,,470,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Políticas de vivienda,Otras políticas públicas,local,proyecto,medio,Área de planificación rural,Vivienda municipal barata contra la despoblación en un pueblo valenciano
113,noticias/20260912_113_tsk-busca-rating-con-fitch-para-ir-al-mercado-de-bonos.md,TSK busca 'rating' con Fitch para ir al mercado de bonos,Expansion - Inmobiliario,2026-09-12 00:09,https://www.expansion.com/empresas/2026/09/12/6aa461f8e5fdea0f598b458e.html,si,,667,fuera,No aparece el ámbito de la Agencia; candidata a descarte.,FUERA DE ÁMBITO,,,,,,Búsqueda de calificación crediticia de una ingeniería energética; no vivienda
114,noticias/20260911_114_copcisa-y-arno-se-imponen-en-el-megacontrato-de-mantenimient.md,Copcisa y Arnó se imponen en el megacontrato de mantenimiento de la red viaria catalana,Expansion - Inmobiliario,2026-09-11 22:52,https://www.expansion.com/catalunya/2026/09/11/6aa469fe468aebc5268b459e.html,si,,261,fuera,No aparece el ámbito de la Agencia; candidata a descarte.,FUERA DE ÁMBITO,,,,,,Contrato de mantenimiento de carreteras catalanas; no vivienda
115,noticias/20260911_115_por-debajo-de-los-1-500-euros-el-metro-cuadrado-estas-son-la.md,Por debajo de los 1.500 euros el metro cuadrado... Estas son las oportunidades para comprar vivienda en los pueblos de Málaga,20minutos - Vivienda,2026-09-11 11:19,https://www.20minutos.es/vivienda/pueblos-comprar-vivienda-malaga-baratos-1500-euros-metro-cuadrado_7035267_0.html,si,,410,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Mercados y economía,,local,mercado,inmediato,Área de estudios,Pueblos de Málaga con vivienda por debajo de 1.500 €/m²; dato de mercado andaluz
116,noticias/20260911_116_acs-crece-en-india-un-mercado-de-data-center-de-18-000-millo.md,"ACS crece en India, un mercado de 'data center' de 18.000 millones",Expansion - Inmobiliario,2026-09-11 00:57,https://www.expansion.com/empresas/inmobiliario/2026/09/11/6aa33389468aeb53688b458f.html,si,,476,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,FUERA DE ÁMBITO,,,,,,Construcción de centros de datos en India por ACS; no vivienda
117,noticias/20260910_117_alquiler-en-ciudades-universitarias-9-tendencias-en-2026.md,Alquiler en ciudades universitarias: 9 tendencias en 2026,Innovando en la construccion,2026-09-10 10:22,https://innovandoenlaconstruccion.com/alquiler-en-ciudades-universitarias-tendencias/,si,,1167,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Necesidades sociales y de vivienda,Mercados y economía,estatal,social,inmediato,Área social / estudios,"Tensión del alquiler en ciudades universitarias, incluidas Granada y Málaga"
118,noticias/20260910_118_la-filial-de-acciona-en-polonia-pide-120-millones-para-salva.md,La filial de Acciona en Polonia pide 120 millones para salvarse,Expansion - Inmobiliario,2026-09-10 00:51,https://www.expansion.com/empresas/inmobiliario/2026/09/10/6aa1a223468aeb32548b457e.html,si,,471,fuera,No aparece el ámbito de la Agencia; candidata a descarte.,FUERA DE ÁMBITO,,,,,,Ampliación de capital de una filial polaca de Acciona; no vivienda
119,noticias/20260909_119_9-errores-de-gestion-que-mas-dinero-cuestan-a-un-estudio-pro.md,9 Errores de gestión que más dinero cuestan a un estudio profesional ¿Cómo evitarlos?,OVACEN,2026-09-09 20:59,https://ovacen.com/errores-gestion-dinero-estudio-profesional/,si,,1106,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.,FUERA DE ÁMBITO,,,,,,Consejos de gestión financiera para estudios de arquitectura; no política de vivienda
120,noticias/20260909_120_copcisa-preve-superar-este-ano-los-400-millones-de-ingresos.md,Copcisa prevé superar este año los 400 millones de ingresos,Expansion - Inmobiliario,2026-09-09 21:39,https://www.expansion.com/catalunya/2026/09/09/6aa1adfbe5fdea7a088b457d.html,si,,549,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,FUERA DE ÁMBITO,,,,,,Resultados financieros de una constructora catalana; no vivienda social
121,noticias/20260923_053_cox-apela-en-la-asamblea-de-la-onu-a-reforzar-la-red-electri.md,Cox apela en la Asamblea de la ONU a reforzar la red eléctrica en Latinoamérica,El Periodico de la Energia,2026-09-23 10:25,https://elperiodicodelaenergia.com/cox-apela-en-la-asamblea-de-la-onu-a-reforzar-la-red-electrica-en-latinoamerica/,si,,379,dudosa,Toca la energía (red eléctrica) de refilón y en ámbito internacional; no se refiere a vivienda.,FUERA DE ÁMBITO,,,,,,Intervención sobre redes eléctricas en Latinoamérica; no vivienda
122,noticias/20260923_054_podemos-exige-reactivar-el-impuesto-a-energeticas-y-cuerpo-d.md,Podemos exige reactivar el impuesto a energéticas y Cuerpo defiende que ya lo impulsa en la UE,Democrata,2026-09-23 12:20,https://www.democrata.es/economia/podemos-exige-reactivar-el-impuesto-a-energeticas-y-cuerpo-defiende-que-ya-lo-impulsa-en-la-ue/,si,,446,dudosa,Trata de fiscalidad energética y economía general; no se refiere directamente a vivienda.,Otras políticas públicas,,estatal,normativa,inmediato,Área de estudios económicos,"Debate sobre el impuesto a las energéticas; fiscalidad general, no vivienda directa"
123,noticias/20260923_055_la-fotovoltaica-espanola-entra-en-una-crisis-de-valor-ingres.md,La fotovoltaica española entra en una crisis de valor: ingresa menos de lo que necesita para pagar su deuda,El Periodico de la Energia,2026-09-23 10:18,https://elperiodicodelaenergia.com/la-fotovoltaica-espanola-entra-en-una-crisis-de-valor-ingresa-menos-de-lo-que-necesita-para-pagar-su-deuda/,si,,1810,dudosa,"Trata de energía y mercado, pero no se refiere directamente a vivienda; hay que leerla para decidir.",Mercados y economía,,estatal,mercado,medio,Área de estudios (energía),"Crisis de rentabilidad de la fotovoltaica española; mercado energético, no vivienda"
124,noticias/20260923_056_iberdrola-eleva-al-85-el-descuento-para-instalar-aerotermia.md,Iberdrola eleva al 85% el descuento para instalar aerotermia,El Periodico de la Energia,2026-09-23 10:14,https://elperiodicodelaenergia.com/iberdrola-eleva-al-85-el-descuento-para-instalar-aerotermia/,si,,421,alta,"El ámbito de eficiencia energética aplicada a vivienda aparece repetido en el cuerpo (viviendas unifamiliares, pisos).",Proyectos e innovación técnica,Financiación pública,estatal,financiación,inmediato,Área de rehabilitación,Descuentos de Iberdrola para aerotermia en viviendas unifamiliares y pisos
125,noticias/20260923_057_podemos-denuncia-violencia-policial-contra-activistas-por-el.md,Podemos denuncia violencia policial contra activistas por el desahucio de Maricarmen y exige reactivar el decreto antidesahucios,Democrata,2026-09-23 12:13,https://www.democrata.es/politica/congreso-y-senado/podemos-denuncia-violencia-policial-contra-activistas-por-el-desahucio-de-maricarmen-y-exige-reactivar-el-decreto-antidesahucios/,si,,551,alta,"El ámbito de la Agencia (desahucio, vivienda) aparece repetido en el cuerpo.",Necesidades sociales y de vivienda,Políticas de vivienda,estatal,social,inmediato,Área social / relaciones institucionales,Denuncia de violencia policial en el desahucio de Maricarmen y decreto antidesahucios
126,noticias/20260923_058_medio-rural-saca-a-concurso-por-659-000-euros-la-reforma-com.md,Medio Rural saca a concurso por 659.000 euros la reforma completa del acceso a El Bargo en San Tirso de Abres,Democrata,2026-09-23 12:12,https://www.democrata.es/agricultura-alimentacion/medio-rural-saca-a-concurso-por-659-000-euros-la-reforma-completa-del-acceso-a-el-bargo-en-san-tirso-de-abres/,si,,395,fuera,"Es una obra de acceso rural, sin relación directa con vivienda o urbanismo residencial.",FUERA DE ÁMBITO,,,,,,Concurso de obras de un vial rural en Asturias; no vivienda
127,noticias/20260923_059_isabel-diaz-ayuso-defiende-en-the-district-2026-mas-suelo-y.md,Isabel Díaz Ayuso defiende en The District 2026 más suelo y menos trabas fiscales para ampliar la oferta de vivienda,Brains Real Estate News,2026-09-23 10:10,https://brainsre.news/diaz-ayuso-the-district-2026-mas-suelo-menos-trabas/,si,,965,alta,"El ámbito de la Agencia (vivienda, suelo) aparece repetido en titular y cuerpo.",Políticas de vivienda,Mercados y economía,autonómico,evento,medio,Dirección de planificación AVRA,Discurso de Ayuso sobre suelo y fiscalidad para ampliar la oferta de vivienda
128,noticias/20260923_060_almeida-garantiza-alojamiento-inmediato-a-maricarmen-y-recla.md,Almeida garantiza alojamiento inmediato a Maricarmen y reclama que las administraciones no se desentiendan,Democrata,2026-09-23 12:09,https://www.democrata.es/politica/almeida-garantiza-alojamiento-inmediato-a-maricarmen-y-reclama-que-las-administraciones-no-se-desentiendan/,si,,702,alta,"El ámbito de la Agencia (alojamiento, desahucio) aparece repetido en el cuerpo.",Necesidades sociales y de vivienda,Políticas de vivienda,local,social,inmediato,Área social / relaciones institucionales,El Ayuntamiento de Madrid ofrece alojamiento a Maricarmen tras el desahucio
129,noticias/20260923_061_espana-y-california-firman-acuerdo-para-impulsar-conjuntamen.md,España y California firman acuerdo para impulsar conjuntamente la transición energética,El Periodico de la Energia,2026-09-23 09:28,https://elperiodicodelaenergia.com/espana-y-california-firman-acuerdo-para-impulsar-conjuntamente-la-transicion-energetica/,si,,481,dudosa,Trata de energía en general; no se refiere directamente a vivienda.,Otras políticas públicas,,internacional,normativa,medio,Área de estudios (energía),Acuerdo de transición energética España-California; menciona urbanismo de forma tangencial
130,noticias/20260923_062_vivienda-protegida-en-navarra-primer-sorteo-publico.md,Vivienda protegida en Navarra: primer sorteo público,Brains Real Estate News,2026-09-23 09:25,https://brainsre.news/vivienda-protegida-en-navarra-primer-sorteo-publico/,si,,478,alta,El ámbito de la Agencia aparece en el titular.,Políticas de vivienda,Necesidades sociales y de vivienda,autonómico,normativa,inmediato,Dirección de planificación AVRA,Primer sorteo público de vivienda protegida en Navarra con nuevo sistema de adjudicación
131,noticias/20260923_063_europa-paga-200-millones-de-euros-diarios-de-sobrecoste-por.md,Europa paga 200 millones de euros diarios de sobrecoste por el gasóleo,El Periodico de la Energia,2026-09-23 09:20,https://elperiodicodelaenergia.com/europa-paga-200-millones-de-euros-diarios-de-sobrecoste-por-el-gasoleo/,si,,504,fuera,"Trata del sobrecoste del gasóleo (transporte), sin relación con vivienda.",FUERA DE ÁMBITO,,,,,,"Sobrecoste del gasóleo en Europa; transporte, no vivienda"
132,noticias/20260923_064_cidetec-energy-storage-lidera-un-proyecto-de-baterias-europe.md,"Cidetec Energy Storage lidera un proyecto de baterías europeas ""más sostenibles y asequibles""",El Periodico de la Energia,2026-09-23 09:15,https://elperiodicodelaenergia.com/cidetec-energy-storage-lidera-un-proyecto-de-baterias-europeas-mas-sostenibles-y-asequibles/,si,,362,fuera,"Trata de baterías industriales, sin relación con vivienda.",FUERA DE ÁMBITO,,,,,,"Proyecto europeo de baterías más sostenibles; industria, no vivienda"
133,noticias/20260923_065_las-redes-la-electrificacion-y-las-moleculas-verdes-centran.md,"Las redes, la electrificación y las moléculas verdes centran el IV Foro de Transición Energética",El Periodico de la Energia,2026-09-23 09:12,https://elperiodicodelaenergia.com/las-redes-la-electrificacion-y-las-moleculas-verdes-centran-el-iv-foro-de-transicion-energetica/,si,,897,dudosa,Trata de energía en general; no se refiere directamente a vivienda.,FUERA DE ÁMBITO,,,,,,Foro sectorial energético sobre redes y electrificación; no vivienda
134,noticias/20260923_066_el-gobierno-abre-la-via-para-adjudicar-hasta-11-gw-en-nudos.md,El Gobierno abre la vía para adjudicar hasta 11 GW en nudos de transición justa,El Periodico de la Energia,2026-09-23 09:08,https://elperiodicodelaenergia.com/el-gobierno-abre-la-via-para-adjudicar-hasta-11-gw-en-nudos-de-transicion-justa/,si,,488,dudosa,Trata de energía e infraestructura eléctrica; no se refiere directamente a vivienda.,FUERA DE ÁMBITO,,,,,,Adjudicación de capacidad eléctrica en nudos de transición justa; no vivienda
135,noticias/20260923_067_el-supremo-britanico-falla-a-favor-de-amancio-ortega-en-el-c.md,El Supremo británico falla a favor de Amancio Ortega en el conflicto por el histórico Rogano de Glasgow,Brains Real Estate News,2026-09-23 09:02,https://brainsre.news/supremo-favor-amancio-ortega-conflicto-rogano/,si,,685,fuera,"Es una disputa de propiedad comercial en Reino Unido, sin relación con política de vivienda.",FUERA DE ÁMBITO,,,,,,Litigio judicial británico sobre un restaurante histórico; no vivienda
136,noticias/20260923_068_boadilla-del-monte-comunidad-de-madrid-abre-el-plazo-para-op.md,Boadilla del Monte (Comunidad de Madrid) abre el plazo para optar a 108 viviendas de protección pública,Brains Real Estate News,2026-09-23 08:38,https://brainsre.news/boadilla-abre-plazo-108-viviendas-proteccion-publica/,si,,880,alta,El ámbito de la Agencia (vivienda de protección pública) aparece en el titular.,Políticas de vivienda,Financiación pública,local,proyecto,inmediato,Dirección de planificación AVRA,108 viviendas de protección pública en Boadilla del Monte; modelo de adjudicación
137,noticias/20260923_069_genivs-y-metropolitan-house-se-adjudican-543-viviendas-asequ.md,Genivs y Metropolitan House se adjudican 543 viviendas asequibles en Zaragoza,Brains Real Estate News,2026-09-23 08:37,https://brainsre.news/genivs-543-viviendas-asequibles-en-zaragoza/,si,,737,alta,El ámbito de la Agencia (vivienda asequible) aparece en el titular.,Políticas de vivienda,Financiación pública,autonómico,proyecto,medio,Dirección de planificación AVRA,543 viviendas asequibles sobre suelo público en Zaragoza; concesión a 75 años
138,noticias/20260923_070_jarquil-inicia-las-obras-de-156-viviendas-en-sesena-toledo.md,"Jarquil inicia las obras de 156 viviendas en Seseña, Toledo",Brains Real Estate News,2026-09-23 08:09,https://brainsre.news/jarquil-inicia-las-obras-de-156-viviendas-en-sesena/,si,,499,alta,"El ámbito de la Agencia (vivienda, construcción) aparece en el titular.",Mercados y economía,Proyectos e innovación técnica,local,proyecto,inmediato,Área de estudios de mercado,Inicio de obras de 156 viviendas privadas en Seseña; mercado cerca de Madrid
139,noticias/20260922_093_communique-de-presse-commun-lancement-d-un-hub-francais-pour.md,"Communiqué de presse commun - Lancement d'un Hub français pour le logement social, intermédiaire et durable",Comision Europea - Sala de prensa,2026-09-22 22:00,https://ec.europa.eu/commission/presscorner/detail/fr/ip_26_1940,si,,1393,alta,El ámbito de la Agencia (vivienda social) aparece en el titular y de forma repetida en el cuerpo.,Políticas de vivienda,Financiación pública,europeo,normativa,medio,Dirección de planificación AVRA,Hub francés de vivienda social apoyado por la Comisión Europea y el BEI
140,noticias/20260921_100_como-decorar-un-espejo-8-ideas-faciles-y-originales-para-con.md,Cómo decorar un espejo: 8 ideas fáciles y originales para convertirlo en la pieza estrella de tu casa,Fotocasa Research,2026-09-21 06:00,https://www.fotocasa.es/fotocasa-life/hogar/decoracion/como-decorar-un-espejo/,si,,1686,fuera,"Contenido de decoración de interiores, sin relación con mercado o política de vivienda.",FUERA DE ÁMBITO,,,,,,Ideas de decoración con espejos; sin relación con vivienda
141,noticias/20260918_107_visita-el-camion-de-mudanza-de-barbie-x-fotocasa-y-participa.md,Visita el camión de mudanza de Barbie x Fotocasa y participa en el sorteo de su «Dreamhouse»,Fotocasa Research,2026-09-18 11:29,https://www.fotocasa.es/fotocasa-life/fotocasa/visita-el-camion-de-mudanza-de-barbie-x-fotocasa-y-participa-en-el-sorteo-de-su-dreamhouse/,si,,171,fuera,"Contenido promocional de marca, sin relación con el ámbito de la Agencia.",FUERA DE ÁMBITO,,,,,,"Promoción publicitaria de una marca; marketing, no vivienda"
142,noticias/20260918_108_fotocasa-y-barbie-sortean-50-000-para-la-entrada-de-tu-nuevo.md,Fotocasa y Barbie sortean 50.000 € para la entrada de tu nuevo hogar,Fotocasa Research,2026-09-18 10:54,https://www.fotocasa.es/fotocasa-life/fotocasa/fotocasa-y-barbie-sortean-50-000-e-para-la-entrada-de-tu-nuevo-hogar/,si,,641,fuera,Contenido promocional de marca; menciona la compra de vivienda solo como reclamo publicitario.,FUERA DE ÁMBITO,,,,,,"Sorteo promocional de una marca; marketing, no vivienda"
143,noticias/20260918_109_fotocasa-lleva-a-madrid-el-camion-de-la-mudanza-de-barbie.md,Fotocasa lleva a Madrid el camión de la mudanza de Barbie,Fotocasa Research,2026-09-18 10:53,https://www.fotocasa.es/fotocasa-life/fotocasa/fotocasa-lleva-a-madrid-el-camion-de-la-mudanza-de-barbie/,si,,398,fuera,"Contenido promocional de marca, sin relación con el ámbito de la Agencia.",FUERA DE ÁMBITO,,,,,,"Promoción publicitaria de una marca; marketing, no vivienda"
144,noticias/20260918_110_10-ideas-faciles-para-tener-una-casa-mas-acogedora-este-oton.md,10 ideas fáciles para tener una casa más acogedora este otoño sin hacer obras: las claves de la interiorista Pia Capdevila,Fotocasa Research,2026-09-18 07:00,https://www.fotocasa.es/fotocasa-life/hogar/decoracion/ideas-para-tener-una-casa-mas-acogedora/,si,,1790,fuera,"Contenido de decoración de interiores, sin relación con mercado o política de vivienda.",FUERA DE ÁMBITO,,,,,,Ideas de decoración de otoño; sin relación con vivienda
145,noticias/20260918_111_medidas-de-sabanas-mantas-y-edredones-la-guia-definitiva-par.md,"Medidas de sábanas, mantas y edredones: la guía definitiva para acertar con tu cama",Fotocasa Research,2026-09-18 06:30,https://www.fotocasa.es/fotocasa-life/hogar/medidas-de-sabanas-mantas-y-edredones/,si,,990,fuera,"Contenido de decoración/hogar, sin relación con mercado o política de vivienda.",FUERA DE ÁMBITO,,,,,,Guía de medidas de ropa de cama; sin relación con vivienda
